"","OBJECTID1915","ecosite1","ecosite2","ecosite3","SP1915","FG1915","FG_GSName","FG_GSNum","SPTally","GeneralizedStateNum","GeneralizedStateName","VegUnite","SiteName","Site"
"142",3,"Sandy","Limy","Salt Flats","ARIST,BOER4,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"143",5,"Sandy","Limy","Salt Flats","ARIST,BOER4,SPORO","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"144",5,"Sandy","Limy","Salt Flats","ARIST,BOER4,SPORO","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"145",5,"Sandy","Limy","Salt Flats","ARIST,BOER4,SPORO","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"146",5,"Sandy","Limy","Salt Flats","ARIST,BOER4,SPORO","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"147",18,"Clayey","Sandy","Shallow sandy","BOER4,ARIST,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"148",19,"Deep sand","Sandy","Shallow sandy","BOER4,ARIST,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"149",20,"Sandy","Sandy","Shallow sandy","BOER4,ARIST,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"150",21,"Sandy","Sandy","Shallow sandy","BOER4,ARIST,SPORO","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"151",21,"Sandy","Sandy","Shallow sandy","BOER4,ARIST,SPORO","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"152",21,"Sandy","Sandy","Shallow sandy","BOER4,ARIST,SPORO","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"153",21,"Sandy","Sandy","Shallow sandy","BOER4,ARIST,SPORO","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"154",29,"Sandy","Shallow sandy","Shallow sandy","BOER4,SCBR2,FLCE","PG,PG,shrub","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"155",35,"Sandy","No ecosite"," ","FLCE,LATR2,ATCA2","shrub,shrub,shrub","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"156",50,"Sandy","Shallow sandy"," ","FLCE,LATR2,PRGL2","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"157",61,"Sandy"," "," ","FLCE,SCBR2,BOER4","shrub,PG,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"158",63,"Sandy"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"159",64,"Sandy"," "," ","FLCE,SCBR2,SPAI","shrub,PG,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"160",74,"Sandy","Deep sand"," ","GUSA2,PRGL2,ARIST","subshrub,shrub,PG",NA,NA,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"161",83,"Sandy","Deep sand","Shallow sandy","GUSA2,PRGL2,SPORO","subshrub,shrub,PG",NA,NA,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"162",106,"Sandy","Shallow sandy"," ","LATR2,FLCE,PRGL2","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"163",124,"Sandy",NA,NA,"PLMU3,SCBR2,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"164",134,"Sandy",NA,NA,"PRGL2,ATCA2,ARFI2","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"165",163,"Sandy",NA,NA,"PRGL2,LATR2,FLCE","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"166",169,"Sandy",NA,NA,"PRGL2,SPORO,BOER4","shrub,PG,PG","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"167",169,"Sandy",NA,NA,"PRGL2,SPORO,BOER4","shrub,PG,PG","Shrubland",6,2,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"168",176,"Sandy",NA,NA,"SCBR2,BOER4,FLCE","PG,PG,shrub","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"169",190,"Sandy",NA,NA,"SCBR2,PLMU3,FLCE","PG,PG,shrub","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"170",207,"Sandy",NA,NA,"SPORssp,FLCE,PLMU3","shrub,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,SPORO,ARIST","Sandy","R042XB012NM"
"171",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Grassland",1,0,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"172",85,"Clayey","Deep sand","Shallow sandy","HIMU,SCBR2,","PG,PG","Grassland",1,0,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"173",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Grassland",1,1,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"174",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","Grassland",1,1,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"175",173,"Clayey",NA,NA,"SCBR2,ARIST,BOER4","PG,PG,PG","Grassland",1,0,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"176",177,"Clayey",NA,NA,"SCBR2,BOER4,MUAR","PG,PG,PG","Grassland",1,0,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"177",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","Grassland",1,1,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"178",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","Grassland",1,1,"1","Grassland","PLMU3","Clayey","R042XB023NM"
"179",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"180",15,"Clayey","Bottomland","Loamy","BOER4,ARIST,GUSA2","PG,PG,subshrub","AlteredGrassland",2,0,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"181",85,"Clayey","Deep sand","Shallow sandy","HIMU,SCBR2,","PG,PG","AlteredGrassland",2,1,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"182",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Grassland",1,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"183",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","AlteredGrassland",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"184",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Shrubland",6,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"185",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","Grassland",1,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"186",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","AlteredGrassland",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"187",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","AlteredSavanna",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"188",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","ShrubSavanna",3,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"189",173,"Clayey",NA,NA,"SCBR2,ARIST,BOER4","PG,PG,PG","AlteredGrassland",2,1,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"190",173,"Clayey",NA,NA,"SCBR2,ARIST,BOER4","PG,PG,PG","AlteredSavanna",2,1,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"191",177,"Clayey",NA,NA,"SCBR2,BOER4,MUAR","PG,PG,PG","AlteredGrassland",2,1,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"192",177,"Clayey",NA,NA,"SCBR2,BOER4,MUAR","PG,PG,PG","AlteredSavanna",2,1,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"193",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","Grassland",1,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"194",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","AlteredGrassland",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"195",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","AlteredSavanna",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"196",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","ShrubSavanna",3,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"197",189,"Clayey",NA,NA,"SCBR2,PLMU3,FLCE","PG,PG,shrub","ShrubInvadedGrassland",4,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"198",191,"Clayey",NA,NA,"SCBR2,PLMU3,GUSA2","PG,PG,subshrub","AlteredGrassland",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"199",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","Grassland",1,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"200",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","AlteredGrassland",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"201",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","AlteredSavanna",2,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"202",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","ShrubSavanna",3,2,"2","AlteredGrassland","SCBR2,PLMU3","Clayey","R042XB023NM"
"203",18,"Clayey","Sandy","Shallow sandy","BOER4,ARIST,PRGL2","PG,PG,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"204",59,"Clayey"," "," ","FLCE,SCBR2,BOER4","shrub,PG,PG","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"205",89,"Bottomland","Loamy","Clayey","LATR2,DAPU7,","shrub,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"206",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"207",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"208",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Shrubland",6,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"209",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"210",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"211",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"212",121,"Clayey",NA,NA,"PLMU3,SCBR2,MUAR","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"213",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"214",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"215",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"216",186,"Clayey",NA,NA,"SCBR2,PLMU3,BOER4","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"217",189,"Clayey",NA,NA,"SCBR2,PLMU3,FLCE","PG,PG,shrub","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"218",191,"Clayey",NA,NA,"SCBR2,PLMU3,GUSA2","PG,PG,subshrub","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"219",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"220",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"221",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"222",193,"Clayey",NA,NA,"SCBR2,PLMU3,MUAR","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PLMU3,SCBR2,PRGL2","Clayey","R042XB023NM"
"223",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Shrubland",6,0,"6","Shrubland","FLCE,LATR2,PRGL2","Clayey","R042XB023NM"
"224",59,"Clayey"," "," ","FLCE,SCBR2,BOER4","shrub,PG,PG","Shrubland",6,1,"6","Shrubland","FLCE,LATR2,PRGL2","Clayey","R042XB023NM"
"225",85,"Clayey","Deep sand","Shallow sandy","HIMU,SCBR2,","PG,PG","Shrubland",6,0,"6","Shrubland","FLCE,LATR2,PRGL2","Clayey","R042XB023NM"
"226",89,"Bottomland","Loamy","Clayey","LATR2,DAPU7,","shrub,PG","Shrubland",6,1,"6","Shrubland","FLCE,LATR2,PRGL2","Clayey","R042XB023NM"
"227",119,"Clayey",NA,NA,"PLMU3,SCBR2,","PG,PG","Shrubland",6,0,"6","Shrubland","FLCE,LATR2,PRGL2","Clayey","R042XB023NM"
"228",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"229",11,"Deep sand","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"230",12,"Sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"231",13,"Shallow sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"232",14,"Sandy","Bottomland","Loamy","BOER4,ARIST,DAPU7","PG,PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"233",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","Grassland",1,0,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"234",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","Grassland",1,1,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"235",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","Grassland",1,1,"1","Grassland","SPAI,SPWR2,PAOB","Bottomland","R042XB018NM"
"236",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"237",11,"Deep sand","Bottomland","Loamy","BOER4,ARIST,","PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"238",12,"Sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"239",13,"Shallow sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"240",14,"Sandy","Bottomland","Loamy","BOER4,ARIST,DAPU7","PG,PG,PG","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"241",14,"Sandy","Bottomland","Loamy","BOER4,ARIST,DAPU7","PG,PG,PG","AlteredSavanna",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"242",15,"Clayey","Bottomland","Loamy","BOER4,ARIST,GUSA2","PG,PG,subshrub","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"243",16,"Sandy","Bottomland","Loamy","BOER4,ARIST,GUSA2","PG,PG,subshrub","AlteredGrassland",2,0,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"244",62,"Bottomland"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","ShrubInvadedGrassland",4,2,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"245",62,"Bottomland"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","Shrubland",6,2,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"246",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","Grassland",1,2,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"247",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","AlteredGrassland",2,2,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"248",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","Shrubland",6,2,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"249",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","Grassland",1,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"250",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","AlteredGrassland",2,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"251",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","AlteredSavanna",2,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"252",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","ShrubSavanna",3,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"253",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","Grassland",1,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"254",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","AlteredGrassland",2,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"255",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","AlteredSavanna",2,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"256",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","ShrubSavanna",3,3,"2","AlteredGrassland","PLMU3,SCBR2,SPAI","Bottomland","R042XB018NM"
"257",44,"Bottomland","Loamy"," ","FLCE,LATR2,PRGL2","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"258",56,"Bottomland","No ecosite"," ","FLCE,PRGL2,SCBR2","shrub,shrub,PG","ShrubDominated",5,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"259",62,"Bottomland"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","ShrubInvadedGrassland",4,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"260",62,"Bottomland"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","Shrubland",6,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"261",89,"Bottomland","Loamy","Clayey","LATR2,DAPU7,","shrub,PG","ShrubInvadedGrassland",4,0,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"262",101,"Bottomland","Loamy","Deep sand","LATR2,FLCE,PRGL2","shrub,shrub,shrub","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"263",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"264",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"265",180,"Bottomland",NA,NA,"SCBR2,PLMU3,","PG,PG","Shrubland",6,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"266",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"267",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"268",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"269",195,"Bottomland",NA,NA,"SCBR2,PLMU3,SPAI","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"270",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","Grassland",1,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"271",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","AlteredGrassland",2,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"272",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","AlteredSavanna",2,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"273",200,"Bottomland",NA,NA,"SCBR2,SPAI,PLMU3","PG,PG,PG","ShrubSavanna",3,2,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"274",205,"Bottomland",NA,NA,"SPORssp,FLCE,PLMU3","shrub,PG","ShrubInvadedGrassland",4,1,"4","ShrubInvadedGrassland","PRGL2,PLMU3,SCBR2","Bottomland","R042XB018NM"
"275",10,"Clayey","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Shrubland",6,0,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
"276",11,"Deep sand","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Shrubland",6,0,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
"277",12,"Sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Shrubland",6,0,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
"278",13,"Shallow sandy","Bottomland","Loamy","BOER4,ARIST,","PG,PG","Shrubland",6,0,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
"279",44,"Bottomland","Loamy"," ","FLCE,LATR2,PRGL2","shrub,shrub,shrub","Shrubland",6,0,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
"280",62,"Bottomland"," "," ","FLCE,SCBR2,PLMU3","shrub,PG,PG","ShrubInvadedGrassland",4,2,"6","Shrubland","PRGL2 ,PLMU3,SCBR2","Bottomland","R042XB018NM"
