OBJECTID1998,ecosite1,ecosite2,ecosite3,SP1998,FG1998,FG_GSName,FG_GSNum,SPTally,GeneralizedStateNum,GeneralizedStateName,VegUnite,SiteName,Site
44,Clayey,Bottomland,Loamy,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
46,Clayey,Bottomland,Loamy,"PRGL2, , ",shrub,Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
121,Gravelly,Loamy, ,"FLCE,LATR2,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
127,Gravelly,Loamy, ,"LATR2,PRGL2,COWA","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
128,Gravelly,Loamy, ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
161,Loamy, , ,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
164,Loamy, , ,"PRGL2,PLMU3,MUPO2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
283,Sandy,Loamy,Clayey,"FLCE,LATR2,LYBE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
286,Sandy,Loamy,Clayey,"FLCE,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
287,Sandy,Loamy,Clayey,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
288,Sandy,Loamy,Clayey,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
290,Sandy,Loamy,Clayey,"LATR2,FLCE, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
294,Sandy,Loamy,Clayey,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
303,Sandy,Loamy,Deep sand,"FLCE,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
304,Sandy,Loamy,Deep sand,"FLCE,CELA,LYBE","shrub,shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
307,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
308,Sandy,Loamy,Deep sand,"FLCE,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
310,Sandy,Loamy,Deep sand,"FLCE,SCBR2, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
311,Sandy,Loamy,Deep sand,"FLCE,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
312,Sandy,Loamy,Deep sand,"FLCE,SPAI,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
314,Sandy,Loamy,Deep sand,"LATR2,FLCE,PRGL2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
315,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
316,Sandy,Loamy,Deep sand,"LATR2,PRGL2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
327,Sandy,Loamy,Deep sand,"PRGL2,ARPU9,BOER4","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
329,Sandy,Loamy,Deep sand,"PRGL2,BOER4,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
332,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
333,Sandy,Loamy,Deep sand,"PRGL2,PLMU3, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
334,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
335,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SCBR2","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
336,Sandy,Loamy,Deep sand,"PRGL2,PLMU3,SPAI","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
338,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,ARPU9","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
339,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
345,Sandy,Loamy,Deep sand,"PRGL2, , ",shrub,Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
346,Sandy,Loamy,Deep sand,"PRGL2,ARPU9, ","shrub,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
347,Sandy,Loamy,Deep sand,"PRGL2,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
353,Sandy,Loamy,Deep sand,"PRGL2,FLCE,ATCA2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
354,Sandy,Loamy,Deep sand,"PRGL2,FLCE,LATR2","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
356,Sandy,Loamy,Deep sand,"PRGL2,LATR2,FLCE","shrub,shrub,shrub",Shrubland,6,2,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
358,Sandy,Loamy,Deep sand,"PRGL2,SCBR2,PLMU3","shrub,PG,PG",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
362,Sandy,Loamy,Deep sand,"PRGL2,ATCA2, ","shrub,shrub",Shrubland,6,1,6,Shrubland,"PRGL2,FLCE,LATR2",Loamy,R042XB014NM
