FID,Shape,OBJECTID,FID_Jornad,ecosite1,ecosite2,ecosite3,SUM_Shape_,FID_JERVeg,DOM1,DOM2,DOM3,SUM_Shape1,Shape_Leng,Shape_Area
420,Polygon,421,31,Shallow sandy,Sandy, ,25419663.04,78,PRGL,BOER,YUEL,8985471.574,8031.299573,1226510.491
421,Polygon,422,31,Shallow sandy,Sandy, ,25419663.04,93,PRGL,SPFL,GUSA,21268255.85,5943.331514,400185.9083
422,Polygon,423,31,Shallow sandy,Sandy, ,25419663.04,94,PRGL,SPFL,YUEL,10553949.99,13630.87236,4295333.619
423,Polygon,424,31,Shallow sandy,Sandy, ,25419663.04,100,PRGL,YUEL,SPFL,6825353.19,4162.658987,603914.5118
424,Polygon,425,31,Shallow sandy,Sandy, ,25419663.04,101,PRGLD, , ,57616084.18,2482.096229,210262.3409
425,Polygon,426,31,Shallow sandy,Sandy, ,25419663.04,107,PRGLD,ATCA, ,9995894.241,11314.60605,2625955.078
426,Polygon,427,31,Shallow sandy,Sandy, ,25419663.04,109,PRGLD,ATCA,GUSA,6681452.926,10957.01645,2072015.711
427,Polygon,428,31,Shallow sandy,Sandy, ,25419663.04,118,PRGLD,GUSA, ,29724873.71,8304.988951,1466563.193
428,Polygon,429,31,Shallow sandy,Sandy, ,25419663.04,126,PRGLD,SPFL, ,61470.9562,659.200656,8847.930675
429,Polygon,430,31,Shallow sandy,Sandy, ,25419663.04,127,PRGLD,SPFL,GUSA,2072824.431,6123.515967,1003299.683
430,Polygon,431,31,Shallow sandy,Sandy, ,25419663.04,128,PRGLD,SPFL,YUEL,5514872.158,8049.984304,2440280.993
431,Polygon,432,31,Shallow sandy,Sandy, ,25419663.04,130,PRGLD,YUEL,GUSA,12676395.23,6955.646919,1673399.637
